# TOTAL_GENES = 16492
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      23     -0.19001    -0.007091      0.17757      0.85769 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      41       0.2793     0.013909      0.13867     0.022006 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13     -0.46158    -0.012955      0.22312      0.98071 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15      0.47375     0.014281       0.2469     0.027516 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13    0.0042019   0.00011793      0.21724      0.49228 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      39    -0.022606    -0.001098      0.15887      0.55657 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16      0.41456     0.012907      0.23773     0.040605 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      29   -0.0091036  -0.00038142      0.18831      0.51928 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26      0.43878     0.017409      0.20154     0.014745 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20      -0.1588   -0.0055269      0.22822      0.75673 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26      0.02148   0.00085224      0.17702      0.45171 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      39     -0.14302   -0.0069467      0.15382      0.82375 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     491     0.010137    0.0017229      0.04414      0.40918 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     855     0.021181    0.0046962     0.033947      0.26634 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1        SET     156     0.080391    0.0077818     0.074222      0.13939 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2        SET     229    -0.067812   -0.0079354     0.064152      0.85475 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3        SET      84     0.011931   0.00084935      0.10441      0.45451 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
