# TOTAL_GENES = 16492
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      23     0.054142    0.0020205      0.25326      0.41536 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      41      0.17195    0.0085632      0.14105      0.11142 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13     0.080712    0.0022652      0.25884      0.37759 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15      0.34874     0.010513      0.24399     0.076469 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13     -0.11454   -0.0032147      0.24131      0.68248 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      39    -0.067708   -0.0032888      0.15428      0.66961 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16      0.15252    0.0047484      0.20802      0.23173 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      29     0.066574    0.0027893      0.17213      0.34947 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26      0.31081     0.012331      0.17779     0.040228 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20    -0.052802   -0.0018377      0.18954      0.60972 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26     -0.33508    -0.013294      0.17075      0.97513 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      39      0.26575     0.012908      0.14417     0.032657 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     493     0.062549     0.010652     0.042547     0.070778 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     857    0.0075219    0.0016696     0.033214      0.41042 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1        SET     155    0.0019871   0.00019174     0.072187      0.48902 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2        SET     227     0.013649    0.0015903     0.065009      0.41685 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3        SET      83    0.0087678   0.00062046      0.10294      0.46606 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...4        SET     115     0.090571     0.007537     0.092005      0.16246 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP
ACEVEDO_LIVER_TUMOR_VS_NORMA...1        SET     240     0.058433    0.0069978     0.059072      0.16129 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN
ACEVEDO_LIVER_TUMOR_VS_NORMA...2        SET     757    0.0066041    0.0013821     0.035207      0.42561 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP
ACEVEDO_METHYLATED_IN_LIVER_...         SET     710     0.036509    0.0074106     0.036365       0.1577 ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...1        SET     324     0.076671     0.010641     0.053106     0.074419 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...2        SET     156      0.15164     0.014679     0.074561     0.020997 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP
ACOSTA_PROLIFERATION_INDEPEN...1        SET     106    -0.072461   -0.0057907       0.0948      0.77766 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN
ACOSTA_PROLIFERATION_INDEPEN...2        SET      76      0.16252     0.011008      0.10947     0.068826 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP
ADDYA_ERYTHROID_DIFFERENTIAT...         SET      71   -0.0039529  -0.00025881      0.10511        0.515 ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN
AFFAR_YY1_TARGETS_DN                    SET     233     0.026219    0.0030945     0.062811      0.33818 AFFAR_YY1_TARGETS_DN
AFFAR_YY1_TARGETS_UP                    SET     179     0.073501     0.007616     0.070614      0.14897 AFFAR_YY1_TARGETS_UP
AGUIRRE_PANCREATIC_CANCER_CO...1        SET     218    -0.018099   -0.0020671     0.066643      0.60703 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN
AGUIRRE_PANCREATIC_CANCER_CO...2        SET     270     0.073261    0.0092971     0.057914      0.10295 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP
AIGNER_ZEB1_TARGETS                     SET      32    -0.033013   -0.0014528      0.15799      0.58276 AIGNER_ZEB1_TARGETS
AIYAR_COBRA1_TARGETS_DN                 SET      27      0.17969    0.0072648      0.17338      0.15003 AIYAR_COBRA1_TARGETS_DN
AIYAR_COBRA1_TARGETS_UP                 SET      36     0.078059    0.0036431      0.15021      0.30165 AIYAR_COBRA1_TARGETS_UP
AKL_HTLV1_INFECTION_DN                  SET      60     0.099791    0.0060083      0.12815      0.21808 AKL_HTLV1_INFECTION_DN
AKL_HTLV1_INFECTION_UP                  SET      23     -0.16002   -0.0059717      0.18144      0.81108 AKL_HTLV1_INFECTION_UP
ALCALA_APOPTOSIS                        SET      81     0.014911    0.0010425      0.10609      0.44411 ALCALA_APOPTOSIS
ALCALAY_AML_BY_NPM1_LOCALIZA...1        SET     170     0.045284     0.004574      0.07237      0.26575 ALCALAY_AML_BY_NPM1_LOCALIZATION_DN
ALCALAY_AML_BY_NPM1_LOCALIZA...2        SET     122      0.12621     0.010815     0.086355      0.07195 ALCALAY_AML_BY_NPM1_LOCALIZATION_UP
ALFANO_MYC_TARGETS                      SET     226     0.057308    0.0066627     0.064858      0.18847 ALFANO_MYC_TARGETS
ALONSO_METASTASIS_DN                    SET      23      0.11402    0.0042552      0.17192      0.25361 ALONSO_METASTASIS_DN
ALONSO_METASTASIS_EMT_UP                SET      30      0.22285    0.0094961      0.18381       0.1127 ALONSO_METASTASIS_EMT_UP
ALONSO_METASTASIS_NEURAL_UP             SET      15     -0.02202  -0.00066382      0.25633      0.53423 ALONSO_METASTASIS_NEURAL_UP
ALONSO_METASTASIS_UP                    SET     172    -0.072554    -0.007371     0.071481      0.84494 ALONSO_METASTASIS_UP
ALTEMEIER_RESPONSE_TO_LPS_WI...         SET     120      0.13445     0.011427     0.085875     0.058729 ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION
AMBROSINI_FLAVOPIRIDOL_TREAT...         SET      96    -0.086194   -0.0065572     0.098146      0.81008 AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53
