# TOTAL_GENES = 16385
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      22    -0.037365   -0.0013683      0.24495      0.56062 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      40     -0.29985    -0.014798        0.174      0.95757 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13      0.71207      0.02005      0.31223     0.011295 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15     -0.20211   -0.0061126      0.26393      0.77809 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13      0.11034     0.003107      0.32589      0.36746 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      37    -0.034285   -0.0016274      0.18607      0.57309 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16     0.026048   0.00081361      0.27368      0.46209 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      28    -0.099795    -0.004122      0.20179      0.68954 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26    -0.057085   -0.0022722      0.20188      0.61132 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20    -0.092707   -0.0032371      0.25096      0.64409 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26     -0.04505   -0.0017932      0.20587       0.5866 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      37      -0.1743   -0.0082737      0.18245      0.83029 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     490     0.080814     0.013765     0.048885     0.049165 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     848     0.038501    0.0085295     0.038046      0.15579 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1        SET     155    -0.097087   -0.0093983     0.083804      0.87666 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2        SET     229     -0.14064     -0.01651     0.072025      0.97456 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3        SET      83     -0.11885   -0.0084377      0.11696      0.84522 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...4        SET     114      0.12024    0.0099945      0.10121      0.11744 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP
