# TOTAL_GENES = 16385
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      23    -0.078682   -0.0029459      0.22053      0.63937 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      41      0.26721      0.01335      0.17165     0.059785 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13     0.047372    0.0013339      0.27577      0.43181 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15     -0.17506   -0.0052944      0.26445        0.746 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13      0.09836    0.0027695      0.28791      0.36632 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      39     -0.10838   -0.0052817       0.1924      0.71339 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16        0.247    0.0077151       0.2803      0.18911 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      28    -0.065392    -0.002701      0.20502      0.62511 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26      0.18717      0.00745      0.18891      0.16092 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20    -0.027238  -0.00095106      0.23596      0.54595 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26     0.019372   0.00077108      0.17788      0.45664 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      38     0.036192     0.001741      0.15266       0.4063 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     492    -0.035694   -0.0060918     0.050851      0.75863 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     855    0.0071943       0.0016     0.038508       0.4259 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1        SET     156    -0.019049   -0.0018499     0.087274      0.58639 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2        SET     226     0.051909    0.0060545     0.073568      0.24023 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
