# MEAN_SAMPLE_SIZE = 59957
# TOTAL_GENES = 16542
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, inverse mac, log(gene size), log(gene density), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      23     0.042602    0.0015875      0.22031      0.42333 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      41      0.14368    0.0071442      0.15807      0.18169 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13      0.03154   0.00088385      0.24518      0.44882 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15      0.30436    0.0091611      0.26658      0.12679 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13       0.1306    0.0036599      0.26272      0.30955 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      39     0.026881    0.0013037      0.15867      0.43274 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16    -0.075445   -0.0023453      0.22369      0.63204 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      29    -0.096483   -0.0040363      0.19088      0.69338 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26       -0.131   -0.0051896      0.21442      0.72938 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20      0.18128    0.0062996      0.26165      0.24422 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26      0.13225    0.0052393      0.19615      0.25008 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      39      0.14643    0.0071019      0.17071      0.19552 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     493      0.12148     0.020658     0.045164    0.0035786 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     857     0.073029     0.016187     0.035354      0.01944 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1        SET     156     -0.10203   -0.0098613     0.083338      0.88956 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2        SET     229      0.10842     0.012669      0.06653     0.051599 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3        SET      84     0.041494    0.0029495      0.11568      0.35991 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...4        SET     115    -0.055665   -0.0046253     0.091307      0.72895 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP
ACEVEDO_LIVER_TUMOR_VS_NORMA...1        SET     242     0.083067    0.0099736      0.06439     0.098528 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN
ACEVEDO_LIVER_TUMOR_VS_NORMA...2        SET     761     0.082323     0.017247     0.038207     0.015604 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP
ACEVEDO_METHYLATED_IN_LIVER_...         SET     713     0.015084    0.0030634     0.038686      0.34831 ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...1        SET     324    0.0015901   0.00022035     0.057635        0.489 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...2        SET     156      0.16308     0.015762      0.07694     0.017032 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP
ACOSTA_PROLIFERATION_INDEPEN...1        SET     106    -0.013531   -0.0010797      0.10007      0.55378 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN
ACOSTA_PROLIFERATION_INDEPEN...2        SET      77     0.035626     0.002425      0.11149      0.37466 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP
ADDYA_ERYTHROID_DIFFERENTIAT...         SET      71       0.1245    0.0081391      0.11692      0.14348 ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN
AFFAR_YY1_TARGETS_DN                    SET     233      0.14288     0.016838     0.067086     0.016602 AFFAR_YY1_TARGETS_DN
AFFAR_YY1_TARGETS_UP                    SET     179     0.066318    0.0068614     0.075416      0.18961 AFFAR_YY1_TARGETS_UP
AGUIRRE_PANCREATIC_CANCER_CO...1        SET     219      0.11212     0.012815     0.069305     0.052871 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN
AGUIRRE_PANCREATIC_CANCER_CO...2        SET     273    -0.077457   -0.0098684     0.062333      0.89298 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP
AIGNER_ZEB1_TARGETS                     SET      33     -0.26218    -0.011699      0.16618      0.94267 AIGNER_ZEB1_TARGETS
AIYAR_COBRA1_TARGETS_DN                 SET      28      0.15299    0.0062892      0.18419       0.2031 AIYAR_COBRA1_TARGETS_DN
AIYAR_COBRA1_TARGETS_UP                 SET      36    -0.056068   -0.0026129      0.17695      0.62432 AIYAR_COBRA1_TARGETS_UP
AKL_HTLV1_INFECTION_DN                  SET      60      0.23068     0.013868      0.13251     0.040861 AKL_HTLV1_INFECTION_DN
AKL_HTLV1_INFECTION_UP                  SET      24    -0.059236   -0.0022547      0.20009       0.6164 AKL_HTLV1_INFECTION_UP
ALCALA_APOPTOSIS                        SET      81     0.081097    0.0056611      0.10836      0.22711 ALCALA_APOPTOSIS
ALCALAY_AML_BY_NPM1_LOCALIZA...1        SET     171    0.0079725   0.00080641     0.080211      0.46041 ALCALAY_AML_BY_NPM1_LOCALIZATION_DN
ALCALAY_AML_BY_NPM1_LOCALIZA...2        SET     123      0.18158       0.0156     0.092768     0.025162 ALCALAY_AML_BY_NPM1_LOCALIZATION_UP
ALFANO_MYC_TARGETS                      SET     226    -0.054422   -0.0063178     0.070008      0.78152 ALFANO_MYC_TARGETS
ALONSO_METASTASIS_DN                    SET      23      0.29017     0.010813      0.22066     0.094262 ALONSO_METASTASIS_DN
ALONSO_METASTASIS_EMT_UP                SET      31     0.044089    0.0019069      0.17605      0.40113 ALONSO_METASTASIS_EMT_UP
ALONSO_METASTASIS_NEURAL_UP             SET      15       0.2678    0.0080608      0.33643      0.21302 ALONSO_METASTASIS_NEURAL_UP
ALONSO_METASTASIS_UP                    SET     173      0.18238     0.018554     0.078836     0.010358 ALONSO_METASTASIS_UP
ALTEMEIER_RESPONSE_TO_LPS_WI...         SET     120     0.029668    0.0025178      0.09075      0.37187 ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION
AMBROSINI_FLAVOPIRIDOL_TREAT...         SET      96    0.0063034   0.00047881      0.10222      0.47542 AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53
AMIT_DELAYED_EARLY_GENES                SET      18    -0.046902   -0.0015463      0.23708      0.57841 AMIT_DELAYED_EARLY_GENES
AMIT_EGF_RESPONSE_120_HELA              SET      61      0.11372    0.0068933      0.13174      0.19402 AMIT_EGF_RESPONSE_120_HELA
AMIT_EGF_RESPONSE_120_MCF10A            SET      39      0.22589     0.010956      0.16218     0.081846 AMIT_EGF_RESPONSE_120_MCF10A
AMIT_EGF_RESPONSE_20_HELA               SET      12     -0.11118   -0.0029936      0.26574      0.66217 AMIT_EGF_RESPONSE_20_HELA
AMIT_EGF_RESPONSE_20_MCF10A             SET      11      0.44003     0.011344      0.33347     0.093506 AMIT_EGF_RESPONSE_20_MCF10A
AMIT_EGF_RESPONSE_240_HELA              SET      56      0.11405    0.0066248      0.13917      0.20626 AMIT_EGF_RESPONSE_240_HELA
AMIT_EGF_RESPONSE_240_MCF10A            SET      21     -0.13566   -0.0048308       0.1987      0.75262 AMIT_EGF_RESPONSE_240_MCF10A
AMIT_EGF_RESPONSE_40_HELA               SET      42     0.054363    0.0027359      0.15638      0.36406 AMIT_EGF_RESPONSE_40_HELA
AMIT_EGF_RESPONSE_40_MCF10A             SET      16     -0.20054   -0.0062342      0.23786      0.80042 AMIT_EGF_RESPONSE_40_MCF10A
AMIT_EGF_RESPONSE_480_HELA              SET     155     0.048845    0.0047061     0.082622       0.2772 AMIT_EGF_RESPONSE_480_HELA
AMIT_EGF_RESPONSE_480_MCF10A            SET      42  -0.00030762  -1.5481e-05      0.16328      0.50075 AMIT_EGF_RESPONSE_480_MCF10A
AMIT_EGF_RESPONSE_60_HELA               SET      43     0.013937   0.00070969      0.15939      0.46516 AMIT_EGF_RESPONSE_60_HELA
AMIT_EGF_RESPONSE_60_MCF10A             SET      34      0.07555    0.0034217      0.17973      0.33712 AMIT_EGF_RESPONSE_60_MCF10A
AMIT_SERUM_RESPONSE_120_MCF1...         SET      63     0.015792   0.00097277      0.13486      0.45339 AMIT_SERUM_RESPONSE_120_MCF10A
AMIT_SERUM_RESPONSE_20_MCF10A           SET      14      0.25363    0.0073757      0.30608      0.20366 AMIT_SERUM_RESPONSE_20_MCF10A
AMIT_SERUM_RESPONSE_240_MCF1...         SET      53    -0.036991   -0.0020905      0.13844      0.60534 AMIT_SERUM_RESPONSE_240_MCF10A
AMIT_SERUM_RESPONSE_40_MCF10A           SET      30      0.13814    0.0058775      0.16549      0.20194 AMIT_SERUM_RESPONSE_40_MCF10A
AMIT_SERUM_RESPONSE_480_MCF1...         SET      33      0.23275     0.010386      0.17914     0.096931 AMIT_SERUM_RESPONSE_480_MCF10A
AMIT_SERUM_RESPONSE_60_MCF10A           SET      53       0.1441    0.0081436      0.14146      0.15419 AMIT_SERUM_RESPONSE_60_MCF10A
AMUNDSON_DNA_DAMAGE_RESPONSE...         SET      15       0.1874    0.0056406      0.27551      0.24821 AMUNDSON_DNA_DAMAGE_RESPONSE_TP53
AMUNDSON_RESPONSE_TO_ARSENITE           SET     194     0.015691    0.0016893     0.072531      0.41437 AMUNDSON_RESPONSE_TO_ARSENITE
ANASTASSIOU_MULTICANCER_INVA...         SET      62    -0.033976   -0.0020762      0.14216      0.59444 ANASTASSIOU_MULTICANCER_INVASIVENESS_SIGNATURE
ANDERSEN_CHOLANGIOCARCINOMA_...1        SET      56     0.052045    0.0030231      0.13247      0.34721 ANDERSEN_CHOLANGIOCARCINOMA_CLASS1
ANDERSEN_CHOLANGIOCARCINOMA_...2        SET     169     0.034674    0.0034868      0.07586      0.32381 ANDERSEN_CHOLANGIOCARCINOMA_CLASS2
ANDERSEN_LIVER_CANCER_KRT19_...1        SET      72     0.005019   0.00033041      0.12345      0.48378 ANDERSEN_LIVER_CANCER_KRT19_DN
ANDERSEN_LIVER_CANCER_KRT19_...2        SET      33      0.13348    0.0059559      0.18106      0.23051 ANDERSEN_LIVER_CANCER_KRT19_UP
APPEL_IMATINIB_RESPONSE                 SET      31   -0.0056155  -0.00024288      0.17834      0.51256 APPEL_IMATINIB_RESPONSE
APPIERTO_RESPONSE_TO_FENRETI...1        SET      43    -0.019412  -0.00098845      0.14053      0.55493 APPIERTO_RESPONSE_TO_FENRETINIDE_DN
APPIERTO_RESPONSE_TO_FENRETI...2        SET      37     0.070463    0.0033289       0.1692      0.33854 APPIERTO_RESPONSE_TO_FENRETINIDE_UP
APRELIKOVA_BRCA1_TARGETS                SET      42      0.11736    0.0059062      0.16491      0.23834 APRELIKOVA_BRCA1_TARGETS
ASGHARZADEH_NEUROBLASTOMA_PO...         SET      37      0.25919     0.012245       0.1612     0.053943 ASGHARZADEH_NEUROBLASTOMA_POOR_SURVIVAL_DN
ASTIER_INTEGRIN_SIGNALING               SET      54  -0.00072791  -4.1522e-05      0.13584      0.50214 ASTIER_INTEGRIN_SIGNALING
ASTON_MAJOR_DEPRESSIVE_DISOR...1        SET     147      0.12993     0.012194     0.083968     0.060905 ASTON_MAJOR_DEPRESSIVE_DISORDER_DN
ASTON_MAJOR_DEPRESSIVE_DISOR...2        SET      43      0.20662     0.010521      0.15093     0.085514 ASTON_MAJOR_DEPRESSIVE_DISORDER_UP
AUJLA_IL22_AND_IL17A_SIGNALI...         SET      11     -0.40723    -0.010498      0.39115      0.85107 AUJLA_IL22_AND_IL17A_SIGNALING
AUNG_GASTRIC_CANCER                     SET      47      0.19475     0.010367      0.14848     0.094837 AUNG_GASTRIC_CANCER
AZARE_NEOPLASTIC_TRANSFORMAT...1        SET      17     -0.18596   -0.0059585      0.22259      0.79825 AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_DN
AZARE_NEOPLASTIC_TRANSFORMAT...2        SET     115      0.16351     0.013586      0.10056     0.051997 AZARE_NEOPLASTIC_TRANSFORMATION_BY_STAT3_UP
AZARE_STAT3_TARGETS                     SET      23    0.0076911    0.0002866      0.18324      0.48326 AZARE_STAT3_TARGETS
BACOLOD_RESISTANCE_TO_ALKYLA...1        SET      44      0.10004    0.0051528      0.15577      0.26037 BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_DN
BACOLOD_RESISTANCE_TO_ALKYLA...2        SET      21    -0.057632   -0.0020522       0.2232      0.60188 BACOLOD_RESISTANCE_TO_ALKYLATING_AGENTS_UP
BAE_BRCA1_TARGETS_DN                    SET      29     -0.17023   -0.0071217      0.19148        0.813 BAE_BRCA1_TARGETS_DN
BAE_BRCA1_TARGETS_UP                    SET      60     0.039926    0.0024003       0.1327      0.38176 BAE_BRCA1_TARGETS_UP
BAELDE_DIABETIC_NEPHROPATHY_...1        SET     401     0.096533     0.014847     0.050447     0.027849 BAELDE_DIABETIC_NEPHROPATHY_DN
BAELDE_DIABETIC_NEPHROPATHY_...2        SET      79    -0.032597   -0.0022474       0.1161      0.61056 BAELDE_DIABETIC_NEPHROPATHY_UP
BAKER_HEMATOPOIESIS_STAT3_TA...         SET      14      0.21273    0.0061862      0.27005      0.21543 BAKER_HEMATOPOIESIS_STAT3_TARGETS
BAKKER_FOXO3_TARGETS_DN                 SET     153     0.046611    0.0044621     0.082812      0.28677 BAKKER_FOXO3_TARGETS_DN
BAKKER_FOXO3_TARGETS_UP                 SET      51     -0.15756   -0.0087355      0.14255      0.86547 BAKKER_FOXO3_TARGETS_UP
BALDWIN_PRKCI_TARGETS_UP                SET      31      0.17713    0.0076608      0.18059      0.16335 BALDWIN_PRKCI_TARGETS_UP
BALLIF_DEVELOPMENTAL_DISABIL...         SET      12      0.30788    0.0082896      0.30263      0.15451 BALLIF_DEVELOPMENTAL_DISABILITY_P16_P12_DELETION
BANDRES_RESPONSE_TO_CARMUSTI...1        SET      32      0.27246     0.011972      0.16459     0.048937 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_24HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...2        SET     149    -0.004543  -0.00042923     0.085663      0.52115 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...3        SET      18     0.030267   0.00099791      0.21346      0.44362 BANDRES_RESPONSE_TO_CARMUSTIN_MGMT_48HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...4        SET      12      0.42098     0.011335      0.31777     0.092632 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_24HR_UP
BANDRES_RESPONSE_TO_CARMUSTI...5        SET      28      0.37796     0.015537        0.197     0.027528 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_DN
BANDRES_RESPONSE_TO_CARMUSTI...6        SET      18     -0.30868    -0.010177      0.20821      0.93089 BANDRES_RESPONSE_TO_CARMUSTIN_WITHOUT_MGMT_48HR_UP
BANG_VERTEPORFIN_ENDOMETRIAL...1        SET      15      0.40372     0.012152      0.27443     0.070643 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_DN
BANG_VERTEPORFIN_ENDOMETRIAL...2        SET      15     0.013518    0.0004069      0.24012      0.47755 BANG_VERTEPORFIN_ENDOMETRIAL_CANCER_CELLS_UP
BARIS_THYROID_CANCER_DN                 SET      52     0.046303    0.0025921      0.13283      0.36371 BARIS_THYROID_CANCER_DN
BARIS_THYROID_CANCER_UP                 SET      23      0.31137     0.011603      0.19789     0.057824 BARIS_THYROID_CANCER_UP
BARRIER_CANCER_RELAPSE_NORMA...1        SET      28     0.036444    0.0014982      0.19088      0.42429 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_DN
BARRIER_CANCER_RELAPSE_NORMA...2        SET      29      0.10753    0.0044985      0.18308       0.2785 BARRIER_CANCER_RELAPSE_NORMAL_SAMPLE_UP
BARRIER_CANCER_RELAPSE_TUMOR...         SET      12     -0.37699     -0.01015       0.3136      0.88534 BARRIER_CANCER_RELAPSE_TUMOR_SAMPLE_UP
BARRIER_COLON_CANCER_RECURRE...1        SET      15    -0.014835  -0.00044652      0.24127      0.52451 BARRIER_COLON_CANCER_RECURRENCE_DN
BARRIER_COLON_CANCER_RECURRE...2        SET      36      0.23797      0.01109      0.18277     0.096465 BARRIER_COLON_CANCER_RECURRENCE_UP
