# TOTAL_GENES = 16454
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      23     -0.16353   -0.0061099      0.17913      0.81934 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      41      0.24289      0.01211      0.14951     0.052144 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13    -0.026053  -0.00073205      0.24752      0.54191 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15     0.062854    0.0018969      0.28254      0.41198 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13      0.39702     0.011156      0.28625     0.082737 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      39    -0.063536   -0.0030897       0.1353      0.68067 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16    -0.047701   -0.0014868      0.19704      0.59564 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      29  -0.00052769  -2.2135e-05      0.20714      0.50102 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26    -0.015879  -0.00063074      0.18093      0.53497 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20      -0.2392   -0.0083348      0.23234      0.84838 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26    -0.035609   -0.0014144      0.18605      0.57589 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      38     -0.19049   -0.0091443       0.1683      0.87115 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     490    -0.016848    -0.002864     0.043569      0.65051 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     859    -0.055618    -0.012372     0.033986      0.94912 ACEVEDO_LIVER_CANCER_UP
