# TOTAL_GENES = 16583
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE                               TYPE  NGENES         BETA     BETA_STD           SE            P FULL_NAME
ABBUD_LIF_SIGNALING_1_DN                SET      23     -0.11893   -0.0044264      0.19282      0.73132 ABBUD_LIF_SIGNALING_1_DN
ABBUD_LIF_SIGNALING_1_UP                SET      41      -0.1733   -0.0086066      0.14087      0.89067 ABBUD_LIF_SIGNALING_1_UP
ABBUD_LIF_SIGNALING_2_UP                SET      13      0.25868    0.0072401      0.23271      0.13317 ABBUD_LIF_SIGNALING_2_UP
ABDELMOHSEN_ELAVL4_TARGETS              SET      15       0.2896    0.0087063      0.24025      0.11403 ABDELMOHSEN_ELAVL4_TARGETS
ABDULRAHMAN_KIDNEY_CANCER_VH...         SET      13     -0.14136   -0.0039565      0.25571       0.7098 ABDULRAHMAN_KIDNEY_CANCER_VHL_DN
ABE_INNER_EAR                           SET      39     -0.18407   -0.0089162      0.14752      0.89392 ABE_INNER_EAR
ABE_VEGFA_TARGETS                       SET      16    -0.032579   -0.0010115      0.21642      0.55983 ABE_VEGFA_TARGETS
ABE_VEGFA_TARGETS_2HR                   SET      29     -0.14145   -0.0059103      0.16841      0.79952 ABE_VEGFA_TARGETS_2HR
ABE_VEGFA_TARGETS_30MIN                 SET      26     -0.11947   -0.0047269      0.18322       0.7428 ABE_VEGFA_TARGETS_30MIN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...1        SET      20    0.0016181   5.6161e-05      0.17279      0.49626 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_DN
ABRAHAM_ALPC_VS_MULTIPLE_MYE...2        SET      26     0.038545    0.0015251      0.17358      0.41214 ABRAHAM_ALPC_VS_MULTIPLE_MYELOMA_UP
ABRAMSON_INTERACT_WITH_AIRE             SET      39     -0.39081    -0.018931      0.15166      0.99501 ABRAMSON_INTERACT_WITH_AIRE
ACEVEDO_LIVER_CANCER_DN                 SET     493     0.011576    0.0019662     0.041514      0.39018 ACEVEDO_LIVER_CANCER_DN
ACEVEDO_LIVER_CANCER_UP                 SET     860     0.014661    0.0032511     0.031819      0.32249 ACEVEDO_LIVER_CANCER_UP
ACEVEDO_LIVER_CANCER_WITH_H3...1        SET     156     0.014424    0.0013925     0.073218      0.42191 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...2        SET     229     -0.04422   -0.0051606     0.059909      0.76978 ACEVEDO_LIVER_CANCER_WITH_H3K27ME3_UP
ACEVEDO_LIVER_CANCER_WITH_H3...3        SET      84     0.040703    0.0028896      0.10278      0.34605 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_DN
ACEVEDO_LIVER_CANCER_WITH_H3...4        SET     115    -0.073608   -0.0061086     0.084755      0.80743 ACEVEDO_LIVER_CANCER_WITH_H3K9ME3_UP
ACEVEDO_LIVER_TUMOR_VS_NORMA...1        SET     242      0.11834     0.014191     0.055721     0.016855 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_DN
ACEVEDO_LIVER_TUMOR_VS_NORMA...2        SET     762   -0.0033157  -0.00069426     0.033269      0.53969 ACEVEDO_LIVER_TUMOR_VS_NORMAL_ADJACENT_TISSUE_UP
ACEVEDO_METHYLATED_IN_LIVER_...         SET     714     0.015377    0.0031214     0.034785      0.32922 ACEVEDO_METHYLATED_IN_LIVER_CANCER_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...1        SET     324     0.084316      0.01167     0.050504     0.047522 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_DN
ACEVEDO_NORMAL_TISSUE_ADJACE...2        SET     156    -0.028249    -0.002727      0.07383        0.649 ACEVEDO_NORMAL_TISSUE_ADJACENT_TO_LIVER_TUMOR_UP
ACOSTA_PROLIFERATION_INDEPEN...1        SET     106    -0.088504   -0.0070535     0.086928      0.84568 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_DN
ACOSTA_PROLIFERATION_INDEPEN...2        SET      77     0.076339    0.0051899      0.11121      0.24623 ACOSTA_PROLIFERATION_INDEPENDENT_MYC_TARGETS_UP
ADDYA_ERYTHROID_DIFFERENTIAT...         SET      72      0.10301    0.0067729      0.10777       0.1696 ADDYA_ERYTHROID_DIFFERENTIATION_BY_HEMIN
AFFAR_YY1_TARGETS_DN                    SET     234     0.095974      0.01132     0.062076     0.061057 AFFAR_YY1_TARGETS_DN
AFFAR_YY1_TARGETS_UP                    SET     180   -0.0012769  -0.00013231     0.066727      0.50763 AFFAR_YY1_TARGETS_UP
AGUIRRE_PANCREATIC_CANCER_CO...1        SET     218    -0.011658   -0.0013279     0.062585      0.57388 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_DN
AGUIRRE_PANCREATIC_CANCER_CO...2        SET     273    -0.034265   -0.0043602       0.0553      0.73224 AGUIRRE_PANCREATIC_CANCER_COPY_NUMBER_UP
AIGNER_ZEB1_TARGETS                     SET      33      0.10707    0.0047719      0.15959      0.25114 AIGNER_ZEB1_TARGETS
AIYAR_COBRA1_TARGETS_DN                 SET      28    -0.085201   -0.0034981      0.18967      0.67335 AIYAR_COBRA1_TARGETS_DN
AIYAR_COBRA1_TARGETS_UP                 SET      36     -0.11473     -0.00534      0.15431      0.77141 AIYAR_COBRA1_TARGETS_UP
AKL_HTLV1_INFECTION_DN                  SET      60     -0.02692   -0.0016164       0.1127       0.5944 AKL_HTLV1_INFECTION_DN
AKL_HTLV1_INFECTION_UP                  SET      24    -0.044032   -0.0016739       0.1996       0.5873 AKL_HTLV1_INFECTION_UP
ALCALA_APOPTOSIS                        SET      81     -0.14955    -0.010426     0.097807      0.93686 ALCALA_APOPTOSIS
ALCALAY_AML_BY_NPM1_LOCALIZA...1        SET     171    -0.044456   -0.0044912     0.068543      0.74169 ALCALAY_AML_BY_NPM1_LOCALIZATION_DN
ALCALAY_AML_BY_NPM1_LOCALIZA...2        SET     123      0.01215    0.0010426     0.084411      0.44277 ALCALAY_AML_BY_NPM1_LOCALIZATION_UP
ALFANO_MYC_TARGETS                      SET     226      0.17894     0.020748     0.062184    0.0020066 ALFANO_MYC_TARGETS
ALONSO_METASTASIS_DN                    SET      23    0.0060233   0.00022417       0.2209      0.48912 ALONSO_METASTASIS_DN
ALONSO_METASTASIS_EMT_UP                SET      31      0.25731     0.011115      0.15638     0.049955 ALONSO_METASTASIS_EMT_UP
ALONSO_METASTASIS_NEURAL_UP             SET      15     0.034584    0.0010397       0.2323      0.44083 ALONSO_METASTASIS_NEURAL_UP
ALONSO_METASTASIS_UP                    SET     173     -0.12201    -0.012397     0.068459      0.96263 ALONSO_METASTASIS_UP
ALTEMEIER_RESPONSE_TO_LPS_WI...         SET     120      0.18069     0.015315     0.084893     0.016661 ALTEMEIER_RESPONSE_TO_LPS_WITH_MECHANICAL_VENTILATION
AMBROSINI_FLAVOPIRIDOL_TREAT...         SET      96    -0.036231   -0.0027488     0.097077       0.6455 AMBROSINI_FLAVOPIRIDOL_TREATMENT_TP53
AMIT_DELAYED_EARLY_GENES                SET      18     -0.13628   -0.0044877         0.22      0.73219 AMIT_DELAYED_EARLY_GENES
AMIT_EGF_RESPONSE_120_HELA              SET      61      0.06858    0.0041519      0.11216      0.27046 AMIT_EGF_RESPONSE_120_HELA
AMIT_EGF_RESPONSE_120_MCF10A            SET      39    -0.042825   -0.0020744      0.14826      0.61365 AMIT_EGF_RESPONSE_120_MCF10A
AMIT_EGF_RESPONSE_20_HELA               SET      12    -0.078625   -0.0021143      0.25518        0.621 AMIT_EGF_RESPONSE_20_HELA
